Unnamed: 0,original,scored_text,distance,score,ner_overlap
75,святослав всеволодович февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 г снова вернуться новгород 9 февраль 1208 год однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволодович торжок,святослав всеволодович февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 г снова вернуться новгород 9 февраль 1208 год,0.9573054313659668,4,0.7
76,василий ярославич младший сын ярослав всеволодович великий князь киевский владимирскогораживаться город владимир,василий ярославич младший сын ярослав всеволодович великий князь киевский владимирский,0.9794617295265198,4,0.5
77,андрей александрович андрей городецкий род рюрикович третий сын александр невский завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смерть,андрей александрович андрей городецкий род рюрикович третий сын александр невский,0.95513516664505,4,0.0
78,это статья тверская великий владимирский князь московский князь около год занимать владимирский престол см михаил ярославич хоробритмихаил ярославич,это статья тверская великий владимирский князь московский князь около год занимать владимирский престол см,0.9666951894760132,4,1.0
79,юрий   —   московский князь 1303  —  1325 великий князь владимирский 1318  —  1322 князь новгородский 1322  —  1325старший сын московский князь даниил александрович внук александр невский княжить переславль залесский 1303года  —   москва,юрий   —   московский князь 1303  —  1325 великий князь владимирский 1318  —  1322 князь новгородский 1322  —  1325старший сын московский князь даниил александрович внук александр невский,0.9713828563690186,4,0.0
80,александр михайлович убивать орда вместе сын федоромв 1318 год великий князь тверской михаил ярославич отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око,александр михайлович убивать орда вместе сын федор,0.9010351896286012,4,0.0
81,семен иванович весь князь владимирский русь не желать наследник калита  —   симеон иванович  —   предлагать хан выдавать ярлык великий княжение владимирский константин васильевич суздальский старший лествичный правупока симеон находиться орда москва вспыхивать первый крупный рознь боярин вызывать смерть московский тысяцкий протасий федорович который тысяцкий даниил александрович юрий иван даниилович,семен иванович весь князь владимирский русь не желать наследник калита  —   симеон иванович  —   предлагать хан выдавать ярлык великий княжение владимирский константин васильевич суздальский старший лествичный право,0.9253256320953368,4,0.4
82,дмитрий иванович сын князь иван ii красный второй жена княгиня александра ивановныв правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверской смоленский княжество,дмитрий иванович сын князь иван ii красный второй жена княгиня александра ивановна,0.9173265695571899,4,0.0
83,василий i дмитриевич   —   великий князь московский владимирский 1389 год старший сын дмитрий иванович донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константинович женатый софья  —   единственный дочь великий князь литовский витовтарождаться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать,василий i дмитриевич   —   великий князь московский владимирский 1389 год старший сын дмитрий иванович донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константинович женатый софья  —   единственный дочь великий князь литовский витовт,0.9523110389709472,4,0.75
84,юрий дмитриевич юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литература женатый анастасия дочь великий князь смоленский юрий святославич,юрий дмитриевич юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литература,0.9575620889663696,4,1.0
85,состояниеотпатрулированадмитрий юрьевич шемяка   —   великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитриевич княгиня анастасия юрьевна дочь последний великий князь смоленский юрий святославич главный участник междоусобный война второй четверть xv век 32 95 194 195 212 летопись дмитрий юрьевич упоминаться 1433 год 106 точный дата рождение неизвестный 106 литература встречаться указание разный год,состояниеотпатрулированадмитрий юрьевич шемяка   —   великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитриевич княгиня анастасия юрьевна дочь последний великий князь смоленский юрий святославич главный участник междоусобный война второй четверть xv век 32 95 194 195 212 летопись дмитрий юрьевич упоминаться 1433 год 106,0.8950245380401611,4,0.8571428571428571
86,иван иванович молодой   —   удельный князь тверской сын наследник великий князь московский иван iii васильевич первый жена мария борисовна дочь великий князь тверской борис александрович сестра править тверь михаил борисович племянник михаил борисович который не сын претендовать наследование великий княжество тверскогораживаться 15 февраль 1458 год,иван иванович молодой   —   удельный князь тверской сын наследник великий князь московский иван iii васильевич первый жена мария борисовна дочь великий князь тверской борис александрович сестра править тверь михаил борисович племянник михаил борисович который не сын претендовать наследование великий княжество тверской,0.981792449951172,4,0.8571428571428571
87,василий iii иванович прямой имя гавриил постриг варлаам   —   великий князь владимирский московский 1505  —  1533 государь весь русь сын иван iii великий софия палеолог отец иван iv грозный период правление продолжаться процесс собирание русский земля централизованный русский государство входить псков смоленск рязань,василий iii иванович прямой имя гавриил постриг варлаам   —   великий князь владимирский московский 1505  —  1533 государь весь русь сын иван iii великий софия палеолог отец иван iv грозный,0.9451431035995485,4,0.0
88,федор i иванович известный также имя феодор блаженный рождаться федор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесский храм честь феодор стратилат становиться главный собор монастырь сохраняться настоящий время,федор i иванович известный также имя феодор блаженный рождаться федор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесский,0.9568347930908204,4,0.5
89,ирина федоровна урождать годунов иночество александр   —   сестра борис годунов супруга царь федор і иоаннович номинальный правительница русский престол смерть федор і иоаннович избрание царь борис годунов 16 январь 21 февраль 1598 годао дата место рождение сведение взять царский палата возраст семь год воспитываться брак,ирина федоровна урождать годунов иночество александр   —   сестра борис годунов супруга царь федор і иоаннович номинальный правительница русский престол смерть федор і иоаннович избрание царь борис годунов 16 январь 21 февраль 1598 годао дата место рождение сведение,0.9471135139465332,4,0.75
90,борис федорович годунов государев родословец составлять около 1555 год дмитрий зерно   «  сын иван констянтин шея бездетный дмитрей иван дмитреевич ребенок федор сабур данило подольский бездетный иван годун  »,борис федорович годунов государев родословец составлять около 1555 год дмитрий зерно   «  сын иван констянтин шея бездетный дмитрей,0.93230140209198,4,0.75
91,федор ii борисович сф,федор ii борисович,0.9272208213806152,4,0.0
92,василий иванович шуйский низложение жить плен поляковпоследний представитель род рюрикович российский престол,василий иванович шуйский низложение жить плен поляк,0.9515998363494872,4,0.5
93,князь дмитрий тимофеевич трубецкой шенкурский державецвместе дмитрий пожарский кузьма минин руководить освобождение поляков столица причем время изгнание поляк избрание михаил федорович избирать правитель государство свой деятельность получать титул   «  спаситель отечество  »   претендент царский престол земский собор 1613 год,князь дмитрий тимофеевич трубецкой шенкурский державецвместе дмитрий пожарский кузьма минин руководить освобождение поляков столица причем время изгнание поляк избрание михаил федорович избирать правитель государство,0.9683836102485656,4,0.8
94,михаил федорович 1613годарод романов принадлежать число древний семья московский боярство первый известный летопись представитель род несколько род  —   андрей иванович иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иванович гордый,михаил федорович 1613годарод романов принадлежать число древний семья московский боярство,0.9411737322807312,4,0.3333333333333333
95,патриарх филарет разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник прием дворец литовский посол лев сапег следующий год иметь чин боярин исполнять обязанность нижегородский наместник 1593  —  1594 год федор никитич упоминаться псковский наместник,патриарх филарет разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник прием дворец литовский посол лев сапег следующий год иметь чин боярин исполнять обязанность нижегородский наместник,0.9755014181137084,4,0.5555555555555556
96,федор iii алексеевич федор алексеевич третий сын царь алексей михайлович царица мария милославский крестить имя святой феодор стратилат март 1669 год умирать мать,федор iii алексеевич федор алексеевич третий сын царь алексей михайлович царица мария милославский крестить имя святой феодор стратилат,0.9752640724182128,4,0.0
97,иоанн   —   русский царь 1682  —  1696 год династия роман сын царь алексей михайлович тихий царица мария ильинична милославский старший единокровный брат соправитель петр i,иоанн   —   русский царь 1682  —  1696 год династия роман сын царь алексей михайлович тихий царица мария ильинична милославский,0.9819285869598388,4,0.75
98,анна иоанновна 1710 год выдавать замуж герцог курляндский фридрих вильгельм овдоветь 25 месяц свадьба анна отправлять петр i курляндия смерть петр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограничивать польза аристократ  — «  верховник  »   поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет,анна иоанновна 1710 год выдавать замуж герцог курляндский фридрих вильгельм овдоветь 25 месяц свадьба анна отправлять петр i курляндия,0.921886384487152,4,0.5555555555555556
99,иван vi   —   российский император брауншвейгский ветвь династия роман царствовать октябрь 1740 ноябрь 1741 год правнук иван v,иван vi   —   российский император брауншвейгский ветвь династия роман царствовать октябрь 1740 ноябрь 1741 год,0.9760849475860596,4,0.8
100,состояниеотпатрулированаелизавета петровна младший дочь петр i екатерина i рожать год вступление брак руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний война время правление обследовать заселять земля сибирь,состояниеотпатрулированаелизавета петровна младший дочь петр i екатерина i рожать год вступление брак руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний война,0.9796849489212036,4,0.6666666666666666
101,состояниеотпатрулированапетр iii федорович   —   император всероссийский 1762 первый представитель гольштейн готторп романовский династия российский престол c 1745 год  —   владетельный герцог гольштейн готторпский внук петр i  —   сын дочь анна карл фридрих гольштейн готторпский,состояниеотпатрулированапетр iii федорович   —   император всероссийский 1762 первый представитель гольштейн готторп романовский династия российский престол c 1745 год  —   владетельный герцог гольштейн готторпский,0.9738973379135132,4,0.8571428571428571
102,георгий евгеньевич львов старший брат алексей 1896 год возглавлять московский училище живопись брат владимир руководить 1901 год московский главный архив мид,георгий евгеньевич львов старший брат алексей 1896 год возглавлять московский училище живопись,0.9601020216941832,4,0.8
103,александр федорович керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие июнь 1918 год   —   эмиграциис отцовский сторона предок александр керенский происходить среда провинциальный духовенство,александр федорович керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие июнь 1918 год   —   эмиграция,0.9394524097442628,4,0.8
104,лев борисович каменев 1922 год  —   заместитель председатель снк сто смерть ленин  —   председатель сто январь 1926 год член цк 1917  —  1927 год член политбюро цк 1919  —  1926 год затем кандидат член политбюро член цик председатель вцик ссср,лев борисович каменев 1922 год  —   заместитель председатель снк сто смерть ленин  —   председатель сто январь 1926 год член цк 1917  —  1927 год член политбюро цк 1919  —  1926 год затем кандидат член политбюро,0.980067253112793,4,1.0
105,яков михайлович свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяков михалыч смирнов др прима,яков михайлович свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяков михалыч смирнов др,0.9817711114883424,4,1.0
106,состояниеотпатрулированаиосиф виссарионович сталин   —   российский революционер советский политический государственный военный партийный деятель 21 январь 1924 5 март 1953  —   руководитель ссср маршал советский союз генералиссимус советский союз,состояниеотпатрулированаиосиф виссарионович сталин   —   российский революционер советский политический государственный военный партийный деятель 21 январь 1924 5 март 1953  —   руководитель ссср,0.9655113220214844,4,1.0
107,«  большой российский энциклопедия  » —   российский универсальный энциклопедия русский язык издание состоять 35 нумеровать   «  россия  »   содержать 80 тысяча статья энциклопедия издаваться 2004 2017 год научный издательство   «  большой российский энциклопедия  »,«  большой российский энциклопедия  » —   российский универсальный энциклопедия русский язык издание состоять 35 нумеровать   «  россия  »   содержать 80 тысяча статья,0.943780243396759,4,0.6666666666666666
108,великий княжество владимирский 1157года   —   суздальский княжество  —   русский княжество xii  —  xivвеков становиться ядро современный российский государствавый узкий смысл  —   территория который лично владеть великий князь владимирский широкий смысл  —   территория весь княжество выделяться владимирский зависимый владимирский князь середина xiii век сюзеренитет великий князь владимирский признавать также новгородский небольшой перерыв псковский республика,середина xiii век сюзеренитет великий князь владимирский признавать также новгородский небольшой перерыв псковский республика,0.9466265439987184,3,0.2857142857142857
109,новгородский республика   —   севернорусский средневековый государство существовать 1136 год 1478 год период большой расцвет кроме новгородский земля узкий смысл включать также территория балтийский море запад уральский гора восток белый море север верховье волга западный двина юг находиться 1245 год сюзеренитет великий князь владимирский титул который xiv век становиться наследовать исключительно московский князь новгородский республика 1478 год завоевывать иван iii полностью входить состав централизованный русский государство,находиться 1245 год сюзеренитет великий князь владимирский титул который xiv век становиться наследовать исключительно московский князь новгородский республика 1478 год завоевывать иван iii полностью входить состав централизованный русский государство,0.9311528205871582,3,0.7272727272727273
110,великий княжество литовский  —   восточноевропейский государство существовать середина xiii век 1795 год территория современный белоруссия обширный земля русь попадать власть великий княжество литовский составлять львиный доля территория именоваться литовский русьюс 1385 год находиться личный уния королевство польский 1569 год  —   сеймовый люблинский уния состав федеративный речь посполивать,1385 год находиться личный уния королевство польский 1569 год  —   сеймовый люблинский уния состав федеративный речь посполивать,0.9183179140090942,3,0.4444444444444444
111,великий княжество московский  —   средневековый русский княжество существовать 1263 1478 год первоначально удел великий княжество владимирский соперничать удельный княжество великокняжеский ярлык выдавать ордынский хан возвышение москва укрепление авторитет русь способствовать перенос кафедра киевский митрополит петр владимир москва 1325 год,возвышение москва укрепление авторитет русь способствовать перенос кафедра киевский митрополит петр владимир москва 1325 год,0.9091284275054932,3,0.375
112,олег   —   князь новгородский 879 год великий князь киевский 882 годаполучать власть новгородский земля смерть рюрик регент малолетний сын игорь олег захватить киев перенести туда столица объединять самый главный центр восточный славянин,,0.0,3,0.0
113,святослав ярославич крещение николай год  : «  родисить третий сын ярослава нареча имя святослав  »   второй 1054 год ярослав поделить русь сын,второй 1054 год ярослав поделить русь сын,0.9483648538589478,3,0.25
114,святополк 1069 год отец посадить святополк полоцк место умерший мстислав 1071 год всеслав брячиславич прежний князь полоцкий вернуть волость,1071 год всеслав брячиславич прежний князь полоцкий вернуть волость,0.9367797374725342,3,0.5
115,владимир всеволодович моном государственный деятель военачальник писатель мыслитель сохраняться печать владимир моном использовать также титул архонт весь земля русский манер византийский титулавладимир моном сын князь всеволод ярославич,владимир моном сын князь всеволод ярославич,0.9025723934173584,3,0.0
116,ярополк владимирович   —   сын владимир моном князь переяславский великий князь киевский 1132 распадаться единый древнерусский государствоярополк рождаться вероятный чернигов княжить отец владимир моном,ярополк рождаться вероятный чернигов княжить отец владимир моном,0.924312710762024,3,0.0
117,всеволод ольгович всеволод старший сын князь олег святославич 1111 год вместе князь принимать участие поход половцев,1111 год вместе князь принимать участие поход половцев,0.9600048065185548,3,1.0
118,ростислав мстиславич сын мстислав внук владимир моном мать  —   христина шведский дочь шведский король инга старшегоростислав хороший блюститель народный вечевой право,ростислав хороший блюститель народный вечевой право,0.9253881573677064,3,0.0
119,глеб юрьевич   —   князь переяславский киевский сын юрий долгорукий брак дочь половецкий хан аеп брат андрей боголюбскоговпервые упоминаться летопись 1146 47 год год 24 февраль колтеск умирать брат курский князь иван,год 24 февраль колтеск умирать брат курский князь иван,0.9366945028305054,3,0.75
120,роман ростиславич 1151 год помогать изяслав мстиславич отстаивать киев юрий долгорукий содействовать поражение последний река рута защищать чернигов следующий год помогать изяслава против святослав ольгович,следующий год помогать изяслава против святослав ольгович,0.8975269198417664,3,0.0
121,рюрик ростиславичпосле смерть отец 1167 год рюрик оставаться княжить овруч вытребовать владение новый киевский князь свой двоюродный брат мстислав изяславич конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрьевич,конфликт киевский волость воспользоваться андрей боголюбский 1169 год взять киев свой брат глеб юрьевич,0.9299882650375366,3,0.375
122,ростислав рюрикович происходить время пребывание   «  лучина  »   путь новгород смоленск сообщаться ипатьевский летопись сюжет 1173 год 1172 год   «  дасть отець лучина город родися  »,дасть отець лучина город родися  »,0.8805865645408629,3,0.0
123,ярослав рождаться 8 февраль 1191г переяславль залесский 27 апрель 1194г,27 апрель 1194г,0.8609453439712524,3,0.3333333333333333
124,ростислав мстиславич  —   занимать смоленский престол смерть мстислав давыдович 1230 год 1232 год изгонять святослав мстиславич приходить полоцкий войско,1232 год изгонять святослав мстиславич приходить полоцкий войско,0.9439682960510254,3,0.3333333333333333
125,даниил романович ефросинья анныпосле гибель отец 1205 год становиться галицкий князь вскоре лишаться престол 1215 год княжить волынь 1231 год завершать объединение волынский земля,1215 год княжить волынь 1231 год завершать объединение волынский земля,0.9467509984970092,3,0.5
126,александр ярославич невский мстиславна торопецкий княжна дочь князь новгородский галицкий мстислав удатный мнение историк ю,мнение историк ю,0.8875150084495544,3,0.0
127,юрий третий сын великий князь владимирский всеволод юрьевич большой гнездо первый брак мария шварновный канонизировать русский православный церковь лик благоверный князь,канонизировать русский православный церковь лик благоверный князь,0.9374085664749146,3,0.5
128,константин всеволодович 1205 год находиться отец присутствовать представитель последний освящение церковь владимир участвовать 1198 год поход дон половцев конец 1190 х год недолго княжить переяславль южный,конец 1190 х год недолго княжить переяславль южный,0.9320822954177856,3,0.2
129,святослав всеволодович февраль собор владимирский святыхв январь 1200 год назначать княжение новгород затем сменить старший брат константин 1205 г снова вернуться новгород 9 февраль 1208 год однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволодович торжок,однако следующий зима святослав захватить приглашать княжение мстислав удатный новгородец освобождать поход владимирский войско глава старший всеволодович торжок,0.9175770878791808,3,0.2
130,василий ярославич младший сын ярослав всеволодович великий князь киевский владимирскогораживаться город владимир,рождаться город владимир,0.8263891339302063,3,0.5
131,андрей александрович андрей городецкий род рюрикович третий сын александр невский завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смерть,завещание отец получать удел выделять состав суздальский городецкий княжество который оставаться владение самый смерть,0.9534764885902404,3,0.5
132,это статья тверская великий владимирский князь московский князь около год занимать владимирский престол см михаил ярославич хоробритмихаил ярославич,михаил ярославич хоробритмихаил ярославич,0.9156068563461304,3,0.0
133,юрий   —   московский князь 1303  —  1325 великий князь владимирский 1318  —  1322 князь новгородский 1322  —  1325старший сын московский князь даниил александрович внук александр невский княжить переславль залесский 1303года  —   москва,княжить переславль залесский 1303года  —   москва,0.9181951284408568,3,0.3333333333333333
134,александр михайлович убивать орда вместе сын федоромв 1318 год великий князь тверской михаил ярославич отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око,1318 год великий князь тверской михаил ярославич отправляться орда разделять свой вотчина александр старший брат дмитрий грозный око,0.9262016415596008,3,0.6
135,семен иванович весь князь владимирский русь не желать наследник калита  —   симеон иванович  —   предлагать хан выдавать ярлык великий княжение владимирский константин васильевич суздальский старший лествичный правупока симеон находиться орда москва вспыхивать первый крупный рознь боярин вызывать смерть московский тысяцкий протасий федорович который тысяцкий даниил александрович юрий иван даниилович,пока симеон находиться орда москва вспыхивать первый крупный рознь боярин вызывать смерть московский тысяцкий протасий федорович который тысяцкий даниил александрович юрий иван даниилович,0.9064804315567015,3,0.4
136,дмитрий иванович сын князь иван ii красный второй жена княгиня александра ивановныв правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверской смоленский княжество,правление дмитрий московский княжество становиться главный центр объединение русский земля владимирский великий княжество становиться наследственный собственность московский князь хотя это из-под влияние выходить тверской смоленский княжество,0.9552350044250488,3,0.5714285714285714
137,василий i дмитриевич   —   великий князь московский владимирский 1389 год старший сын дмитрий иванович донский великий княгиня евдокия дочь великий князь нижегородский суздальский дмитрий константинович женатый софья  —   единственный дочь великий князь литовский витовтарождаться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать,родиться день празднование память святой василий кесарийский получать имя честь дальнейший изображать свой печать,0.9115159511566162,3,0.0
138,юрий дмитриевич юрий очень популярный удачливый полководец опытный дипломат также покровитель искусство литература женатый анастасия дочь великий князь смоленский юрий святославич,женатый анастасия дочь великий князь смоленский юрий святославич,0.9474843740463256,3,0.0
139,состояниеотпатрулированадмитрий юрьевич шемяка   —   великий князь московский также князь углицкий князь галицкий сын великий князь московский юрий дмитриевич княгиня анастасия юрьевна дочь последний великий князь смоленский юрий святославич главный участник междоусобный война второй четверть xv век 32 95 194 195 212 летопись дмитрий юрьевич упоминаться 1433 год 106 точный дата рождение неизвестный 106 литература встречаться указание разный год,точный дата рождение неизвестный 106 литература встречаться указание разный год,0.9212961196899414,3,0.14285714285714285
140,иван иванович молодой   —   удельный князь тверской сын наследник великий князь московский иван iii васильевич первый жена мария борисовна дочь великий князь тверской борис александрович сестра править тверь михаил борисович племянник михаил борисович который не сын претендовать наследование великий княжество тверскогораживаться 15 февраль 1458 год,рождаться 15 февраль 1458 год,0.7787773609161377,3,0.14285714285714285
141,василий iii иванович прямой имя гавриил постриг варлаам   —   великий князь владимирский московский 1505  —  1533 государь весь русь сын иван iii великий софия палеолог отец иван iv грозный период правление продолжаться процесс собирание русский земля централизованный русский государство входить псков смоленск рязань,период правление продолжаться процесс собирание русский земля централизованный русский государство входить псков смоленск рязань,0.9328757524490356,3,0.3333333333333333
142,федор i иванович известный также имя феодор блаженный рождаться федор иван грозный повелеть построить церковь феодоровский монастырь город переславль залесский храм честь феодор стратилат становиться главный собор монастырь сохраняться настоящий время,храм честь феодор стратилат становиться главный собор монастырь сохраняться настоящий время,0.912030816078186,3,0.0
143,ирина федоровна урождать годунов иночество александр   —   сестра борис годунов супруга царь федор і иоаннович номинальный правительница русский престол смерть федор і иоаннович избрание царь борис годунов 16 январь 21 февраль 1598 годао дата место рождение сведение взять царский палата возраст семь год воспитываться брак,взять царский палата возраст семь год воспитываться брак,0.928922176361084,3,0.125
144,борис федорович годунов государев родословец составлять около 1555 год дмитрий зерно   «  сын иван констянтин шея бездетный дмитрей иван дмитреевич ребенок федор сабур данило подольский бездетный иван годун  »,иван дмитреевич ребенок федор сабур данило подольский бездетный иван годун  »,0.8911264538764954,3,0.25
145,федор ii борисович сф,ф,0.7310400009155273,3,0.0
146,василий иванович шуйский низложение жить плен поляковпоследний представитель род рюрикович российский престол,последний представитель род рюрикович российский престол,0.9346836805343628,3,0.0
147,князь дмитрий тимофеевич трубецкой шенкурский державецвместе дмитрий пожарский кузьма минин руководить освобождение поляков столица причем время изгнание поляк избрание михаил федорович избирать правитель государство свой деятельность получать титул   «  спаситель отечество  »   претендент царский престол земский собор 1613 год,свой деятельность получать титул   «  спаситель отечество  »   претендент царский престол земский собор 1613 год,0.9289615750312804,3,0.2
148,михаил федорович 1613годарод романов принадлежать число древний семья московский боярство первый известный летопись представитель род несколько род  —   андрей иванович иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иванович гордый,первый известный летопись представитель род несколько род  —   андрей иванович иметь прозвище кобыла 1347 год находиться служба великий владимирский московский князь симеон иванович гордый,0.9528259038925172,3,0.6666666666666666
149,патриарх филарет разрядный книга свидетельствовать февраль 1585 год будущий патриарх участник прием дворец литовский посол лев сапег следующий год иметь чин боярин исполнять обязанность нижегородский наместник 1593  —  1594 год федор никитич упоминаться псковский наместник,1593  —  1594 год федор никитич упоминаться псковский наместник,0.9131938219070436,3,0.3333333333333333
150,федор iii алексеевич федор алексеевич третий сын царь алексей михайлович царица мария милославский крестить имя святой феодор стратилат март 1669 год умирать мать,март 1669 год умирать мать,0.9354191422462464,3,0.5
151,иоанн   —   русский царь 1682  —  1696 год династия роман сын царь алексей михайлович тихий царица мария ильинична милославский старший единокровный брат соправитель петр i,старший единокровный брат соправитель петр i,0.9396268725395204,3,0.0
152,анна иоанновна 1710 год выдавать замуж герцог курляндский фридрих вильгельм овдоветь 25 месяц свадьба анна отправлять петр i курляндия смерть петр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограничивать польза аристократ  — «  верховник  »   поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет,смерть петр ii приглашать 1730 год российский престол верховный тайный совет монарх полномочие ограничивать польза аристократ  — «  верховник  »   поддержка дворянин восстанавливать абсолютизм распускать верховный тайный совет,0.9322363138198853,3,0.2222222222222222
153,иван vi   —   российский император брауншвейгский ветвь династия роман царствовать октябрь 1740 ноябрь 1741 год правнук иван v,правнук иван v,0.8894984722137451,3,0.0
154,состояниеотпатрулированаелизавета петровна младший дочь петр i екатерина i рожать год вступление брак руководить страна время главный европейский конфликт свой время война австрийский наследство семилетний война время правление обследовать заселять земля сибирь,время правление обследовать заселять земля сибирь,0.9109939336776732,3,0.0
155,состояниеотпатрулированапетр iii федорович   —   император всероссийский 1762 первый представитель гольштейн готторп романовский династия российский престол c 1745 год  —   владетельный герцог гольштейн готторпский внук петр i  —   сын дочь анна карл фридрих гольштейн готторпский,внук петр i  —   сын дочь анна карл фридрих гольштейн готторпский,0.8637539148330688,3,0.0
156,георгий евгеньевич львов старший брат алексей 1896 год возглавлять московский училище живопись брат владимир руководить 1901 год московский главный архив мид,брат владимир руководить 1901 год московский главный архив мид,0.9352235794067384,3,0.4
157,александр федорович керенский 1917 год свергать временный правительство безуспешный попытка вернуть власть слагать весь полномочие июнь 1918 год   —   эмиграциис отцовский сторона предок александр керенский происходить среда провинциальный духовенство,отцовский сторона предок александр керенский происходить среда провинциальный духовенство,0.9012470245361328,3,0.0
158,лев борисович каменев 1922 год  —   заместитель председатель снк сто смерть ленин  —   председатель сто январь 1926 год член цк 1917  —  1927 год член политбюро цк 1919  —  1926 год затем кандидат член политбюро член цик председатель вцик ссср,член цик председатель вцик ссср,0.8788579702377319,3,0.0
159,яков михайлович свердлов партийный псевдоним андрей андрей уральский товарищ андрей макс махровый михаил пермяков михалыч смирнов др прима,прима,0.7369852066040039,3,0.0
160,состояниеотпатрулированаиосиф виссарионович сталин   —   российский революционер советский политический государственный военный партийный деятель 21 январь 1924 5 март 1953  —   руководитель ссср маршал советский союз генералиссимус советский союз,маршал советский союз генералиссимус советский союз,0.9017794728279114,3,0.0
161,«  большой российский энциклопедия  » —   российский универсальный энциклопедия русский язык издание состоять 35 нумеровать   «  россия  »   содержать 80 тысяча статья энциклопедия издаваться 2004 2017 год научный издательство   «  большой российский энциклопедия  »,энциклопедия издаваться 2004 2017 год научный издательство   «  большой российский энциклопедия  »,0.9034407138824464,3,0.3333333333333333
